timestamp,node_id,x,y,temperature,humidity,pressure,gateway,network,delay_ms,status
2026-05-23 16:01:27,Node_D,10,10,13.66,58.01,1009.29,Gateway_1,Mesh,123,Received
2026-05-23 16:01:32,Node_A,0,0,8.38,60.95,1008.84,Gateway_1,Mesh,54,Received
2026-05-23 16:01:32,Node_B,10,0,10.25,57.69,1009.53,Gateway_1,Mesh,29,Received
2026-05-23 16:01:32,Node_C,0,10,12.38,59.13,1009.74,Gateway_1,Mesh,140,Received
2026-05-23 16:01:32,Node_D,10,10,14.14,59.72,1009.66,Gateway_1,Mesh,140,Received
2026-05-23 16:01:37,Node_A,0,0,7.59,59.77,1010.19,Gateway_1,Mesh,41,Received
2026-05-23 16:01:37,Node_B,10,0,9.38,63.05,1009.29,Gateway_1,Mesh,39,Received
2026-05-23 16:01:37,Node_C,0,10,11.91,61.37,1009.65,Gateway_1,Mesh,27,Received
2026-05-23 16:01:37,Node_D,10,10,12.97,60.69,1009.84,Gateway_1,Mesh,122,Received
2026-05-23 16:01:42,Node_A,0,0,8.28,60.93,1009.83,Gateway_1,Mesh,79,Received
2026-05-23 16:01:42,Node_B,10,0,10.54,60.37,1009.57,Gateway_1,Mesh,66,Received
2026-05-23 16:01:42,Node_C,0,10,11.02,60.15,1009.76,Gateway_1,Mesh,55,Received
2026-05-23 16:01:42,Node_D,10,10,14.39,59.01,1009.68,Gateway_1,Mesh,90,Received
2026-05-23 16:01:47,Node_A,0,0,8.16,61.27,1009.69,Gateway_1,Mesh,160,Received
2026-05-23 16:01:47,Node_B,10,0,9.75,61.42,1009.86,Gateway_1,Mesh,126,Received
2026-05-23 16:01:47,Node_C,0,10,11.65,57.28,1009.53,Gateway_1,Mesh,37,Received
2026-05-23 16:01:47,Node_D,10,10,13.68,60.26,1009.92,Gateway_1,Mesh,52,Received
2026-05-23 16:01:52,Node_A,0,0,7.73,61.19,1009.68,Gateway_1,Mesh,143,Received
2026-05-23 16:01:52,Node_B,10,0,10.12,58.71,1009.48,Gateway_1,Mesh,52,Received
2026-05-23 16:01:52,Node_C,0,10,11.72,59.39,1009.77,Gateway_1,Mesh,80,Received
2026-05-23 16:01:52,Node_D,10,10,13.61,62.14,1009.76,Gateway_1,Mesh,162,Received
2026-05-23 16:01:57,Node_A,0,0,7.88,61.27,1009.36,Gateway_1,Mesh,123,Received
2026-05-23 16:01:57,Node_B,10,0,10.44,62.1,1009.74,Gateway_1,Mesh,104,Received
2026-05-23 16:01:57,Node_C,0,10,12.15,59.95,1009.61,Gateway_1,Mesh,29,Received
2026-05-23 16:01:57,Node_D,10,10,13.61,59.49,1009.64,Gateway_1,Mesh,105,Received
2026-05-23 16:02:02,Node_A,0,0,7.68,56.79,1009.39,Gateway_1,Mesh,103,Received
2026-05-23 16:02:02,Node_B,10,0,9.6,63.11,1010.13,Gateway_1,Mesh,178,Received
2026-05-23 16:02:02,Node_C,0,10,,,,Gateway_1,Mesh,51,Lost
2026-05-23 16:02:02,Node_D,10,10,14.07,57.65,1008.97,Gateway_1,Mesh,62,Received
2026-05-23 16:02:07,Node_A,0,0,8.05,60.32,1009.25,Gateway_1,Mesh,73,Received
2026-05-23 16:02:07,Node_B,10,0,9.76,56.43,1009.48,Gateway_1,Mesh,34,Received
2026-05-23 16:02:07,Node_C,0,10,12.19,60.94,1010.06,Gateway_1,Mesh,158,Received
2026-05-23 16:02:07,Node_D,10,10,12.94,60.23,1009.63,Gateway_1,Mesh,171,Received
2026-05-23 16:02:12,Node_A,0,0,8.0,60.94,1009.71,Gateway_1,Mesh,70,Received
2026-05-23 16:02:12,Node_B,10,0,10.31,59.96,1009.28,Gateway_1,Mesh,50,Received
2026-05-23 16:02:12,Node_C,0,10,13.12,58.64,1009.26,Gateway_1,Mesh,112,Received
2026-05-23 16:02:12,Node_D,10,10,13.39,60.66,1009.55,Gateway_1,Mesh,146,Received
2026-05-23 16:02:17,Node_A,0,0,7.48,59.28,1009.63,Gateway_1,Mesh,37,Received
2026-05-23 16:02:17,Node_B,10,0,10.13,60.15,1009.2,Gateway_1,Mesh,99,Received
2026-05-23 16:02:17,Node_C,0,10,12.06,61.34,1009.62,Gateway_1,Mesh,107,Received
2026-05-23 16:02:17,Node_D,10,10,14.1,64.13,1009.43,Gateway_1,Mesh,32,Received
2026-05-23 16:02:22,Node_A,0,0,8.16,58.62,1009.5,Gateway_1,Mesh,151,Received
2026-05-23 16:02:22,Node_B,10,0,9.09,60.54,1009.31,Gateway_1,Mesh,176,Received
2026-05-23 16:02:22,Node_C,0,10,,,,Gateway_1,Mesh,33,Lost
2026-05-23 16:02:22,Node_D,10,10,13.43,60.36,1009.61,Gateway_1,Mesh,58,Received
2026-05-23 16:02:27,Node_A,0,0,8.65,58.64,1009.46,Gateway_1,Mesh,139,Received
2026-05-23 16:02:27,Node_B,10,0,9.94,60.93,1009.61,Gateway_1,Mesh,35,Received
2026-05-23 16:02:27,Node_C,0,10,12.11,59.07,1009.55,Gateway_1,Mesh,116,Received
2026-05-23 16:02:27,Node_D,10,10,13.53,56.95,1009.78,Gateway_1,Mesh,143,Received
2026-05-23 16:02:32,Node_A,0,0,7.77,58.04,1009.22,Gateway_1,Mesh,54,Received
2026-05-23 16:02:32,Node_B,10,0,9.91,60.15,1009.73,Gateway_1,Mesh,41,Received
2026-05-23 16:02:32,Node_C,0,10,12.32,56.33,1009.22,Gateway_1,Mesh,25,Received
2026-05-23 16:02:32,Node_D,10,10,13.98,57.41,1009.9,Gateway_1,Mesh,167,Received
2026-05-23 16:02:37,Node_A,0,0,8.53,58.91,1009.39,Gateway_1,Mesh,146,Received
2026-05-23 16:02:37,Node_B,10,0,10.41,57.73,1009.66,Gateway_1,Mesh,57,Received
2026-05-23 16:02:37,Node_C,0,10,12.64,56.7,1009.63,Gateway_1,Mesh,74,Received
2026-05-23 16:02:37,Node_D,10,10,13.87,59.79,1009.35,Gateway_1,Mesh,149,Received
2026-05-23 16:02:42,Node_A,0,0,8.27,62.21,1009.22,Gateway_1,Mesh,70,Received
2026-05-23 16:02:42,Node_B,10,0,9.69,60.32,1009.56,Gateway_1,Mesh,170,Received
2026-05-23 16:02:42,Node_C,0,10,11.88,59.18,1010.06,Gateway_1,Mesh,64,Received
2026-05-23 16:02:42,Node_D,10,10,13.0,58.62,1010.04,Gateway_1,Mesh,158,Received
2026-05-23 16:02:47,Node_A,0,0,7.58,61.51,1009.87,Gateway_1,Mesh,156,Received
2026-05-23 16:02:47,Node_B,10,0,10.05,59.22,1009.59,Gateway_1,Mesh,155,Received
2026-05-23 16:02:47,Node_C,0,10,11.09,58.4,1009.23,Gateway_1,Mesh,31,Received
2026-05-23 16:02:47,Node_D,10,10,12.69,62.0,1009.43,Gateway_1,Mesh,75,Received
2026-05-23 16:02:52,Node_A,0,0,8.12,58.35,1009.55,Gateway_1,Mesh,174,Received
2026-05-23 16:02:52,Node_B,10,0,9.61,60.23,1009.16,Gateway_1,Mesh,37,Received
2026-05-23 16:02:52,Node_C,0,10,11.62,60.9,1009.92,Gateway_1,Mesh,100,Received
2026-05-23 16:02:52,Node_D,10,10,13.8,61.05,1009.14,Gateway_1,Mesh,140,Received
2026-05-23 16:02:57,Node_A,0,0,8.2,60.95,1008.9,Gateway_1,Mesh,100,Received
2026-05-23 16:02:57,Node_B,10,0,9.96,60.06,1009.58,Gateway_1,Mesh,106,Received
2026-05-23 16:02:57,Node_C,0,10,12.66,58.94,1009.1,Gateway_1,Mesh,50,Received
2026-05-23 16:02:57,Node_D,10,10,13.79,59.55,1009.32,Gateway_1,Mesh,174,Received
2026-05-23 16:03:02,Node_A,0,0,8.4,62.95,1009.66,Gateway_1,Mesh,111,Received
2026-05-23 16:03:02,Node_B,10,0,9.86,59.29,1009.6,Gateway_1,Mesh,43,Received
2026-05-23 16:03:02,Node_C,0,10,11.29,61.23,1009.46,Gateway_1,Mesh,121,Received
2026-05-23 16:03:02,Node_D,10,10,14.29,62.43,1009.65,Gateway_1,Mesh,174,Received
2026-05-23 16:03:07,Node_A,0,0,7.81,61.16,1009.25,Gateway_1,Mesh,117,Received
2026-05-23 16:03:07,Node_B,10,0,10.42,61.9,1009.98,Gateway_1,Mesh,73,Received
2026-05-23 16:03:07,Node_C,0,10,12.09,62.37,1009.76,Gateway_1,Mesh,176,Received
2026-05-23 16:03:07,Node_D,10,10,13.54,60.35,1009.65,Gateway_1,Mesh,95,Received
2026-05-23 16:03:12,Node_A,0,0,8.03,58.3,1009.46,Gateway_1,Mesh,167,Received
2026-05-23 16:03:12,Node_B,10,0,9.35,57.6,1009.97,Gateway_1,Mesh,54,Received
2026-05-23 16:03:12,Node_C,0,10,12.4,58.52,1009.29,Gateway_1,Mesh,98,Received
2026-05-23 16:03:12,Node_D,10,10,12.73,60.37,1009.26,Gateway_1,Mesh,105,Received
2026-05-23 16:03:17,Node_A,0,0,7.96,60.04,1009.65,Gateway_1,Mesh,66,Received
2026-05-23 16:03:17,Node_B,10,0,10.57,58.84,1009.19,Gateway_1,Mesh,89,Received
2026-05-23 16:03:17,Node_C,0,10,11.26,61.86,1009.43,Gateway_1,Mesh,20,Received
2026-05-23 16:03:17,Node_D,10,10,13.53,61.73,1009.54,Gateway_1,Mesh,40,Received
2026-05-23 16:03:22,Node_A,0,0,7.88,58.71,1009.6,Gateway_1,Mesh,134,Received
2026-05-23 16:03:22,Node_B,10,0,10.62,59.33,1009.69,Gateway_1,Mesh,143,Received
2026-05-23 16:03:22,Node_C,0,10,11.28,62.87,1009.46,Gateway_1,Mesh,29,Received
2026-05-23 16:03:22,Node_D,10,10,14.12,59.38,1009.75,Gateway_1,Mesh,58,Received
2026-05-23 16:03:27,Node_A,0,0,7.63,60.32,1009.25,Gateway_1,Mesh,95,Received
2026-05-23 16:03:27,Node_B,10,0,10.3,60.27,1010.13,Gateway_1,Mesh,65,Received
2026-05-23 16:03:27,Node_C,0,10,11.46,59.83,1009.46,Gateway_1,Mesh,141,Received
2026-05-23 16:03:27,Node_D,10,10,13.25,60.32,1009.27,Gateway_1,Mesh,92,Received
2026-05-23 16:03:32,Node_A,0,0,7.41,59.6,1009.9,Gateway_1,Mesh,62,Received
2026-05-23 16:03:32,Node_B,10,0,10.25,57.32,1009.08,Gateway_1,Mesh,49,Received
2026-05-23 16:03:32,Node_C,0,10,11.84,59.88,1009.56,Gateway_1,Mesh,98,Received
2026-05-23 16:03:32,Node_D,10,10,13.03,60.82,1008.77,Gateway_1,Mesh,139,Received
2026-05-23 16:03:37,Node_A,0,0,7.44,61.69,1009.54,Gateway_1,Mesh,106,Received
2026-05-23 16:03:37,Node_B,10,0,10.48,60.76,1009.24,Gateway_1,Mesh,20,Received
2026-05-23 16:03:37,Node_C,0,10,11.75,58.19,1009.3,Gateway_1,Mesh,32,Received
2026-05-23 16:03:37,Node_D,10,10,13.79,54.88,1009.44,Gateway_1,Mesh,29,Received
2026-05-23 16:03:42,Node_A,0,0,7.49,60.37,1009.79,Gateway_1,Mesh,169,Received
2026-05-23 16:03:42,Node_B,10,0,9.98,62.39,1009.75,Gateway_1,Mesh,125,Received
2026-05-23 16:03:42,Node_C,0,10,12.17,61.65,1009.42,Gateway_1,Mesh,36,Received
2026-05-23 16:03:42,Node_D,10,10,13.8,58.81,1009.36,Gateway_1,Mesh,133,Received
2026-05-23 16:03:47,Node_A,0,0,7.98,59.94,1009.45,Gateway_1,Mesh,29,Received
2026-05-23 16:03:47,Node_B,10,0,9.42,60.23,1009.32,Gateway_1,Mesh,35,Received
2026-05-23 16:03:47,Node_C,0,10,12.07,58.29,1009.32,Gateway_1,Mesh,37,Received
2026-05-23 16:03:47,Node_D,10,10,13.66,60.15,1009.59,Gateway_1,Mesh,116,Received
2026-05-23 16:03:52,Node_A,0,0,8.14,59.17,1009.93,Gateway_1,Mesh,86,Received
2026-05-23 16:03:52,Node_B,10,0,9.39,61.92,1009.8,Gateway_1,Mesh,37,Received
2026-05-23 16:03:52,Node_C,0,10,11.73,61.06,1008.85,Gateway_1,Mesh,95,Received
2026-05-23 16:03:52,Node_D,10,10,12.66,61.99,1008.96,Gateway_1,Mesh,53,Received
2026-05-23 16:03:57,Node_A,0,0,8.32,61.56,1009.85,Gateway_1,Mesh,33,Received
2026-05-23 16:03:57,Node_B,10,0,10.43,58.82,1009.91,Gateway_1,Mesh,157,Received
2026-05-23 16:03:57,Node_C,0,10,11.95,60.39,1009.53,Gateway_1,Mesh,170,Received
2026-05-23 16:03:57,Node_D,10,10,13.26,63.16,1009.37,Gateway_1,Mesh,103,Received
2026-05-23 16:04:03,Node_A,0,0,7.85,57.76,1009.16,Gateway_1,Mesh,147,Received
2026-05-23 16:04:03,Node_B,10,0,9.3,61.42,1009.39,Gateway_1,Mesh,112,Received
2026-05-23 16:04:03,Node_C,0,10,12.18,61.78,1009.31,Gateway_1,Mesh,122,Received
2026-05-23 16:04:03,Node_D,10,10,13.55,60.26,1009.48,Gateway_1,Mesh,152,Received
