timestamp,node_id,x,y,temperature,humidity,pressure,gateway,network,delay_ms,status,temperature_smooth,humidity_smooth,pressure_smooth,frost_status
2026-05-23 16:02:47,Node_A,0,0,7.58,61.51,1009.87,Gateway_1,Mesh,156,Received,8.16,59.862,1009.432,Normal
2026-05-23 16:02:52,Node_A,0,0,8.12,58.35,1009.55,Gateway_1,Mesh,174,Received,8.053999999999998,59.803999999999995,1009.45,Normal
2026-05-23 16:02:57,Node_A,0,0,8.2,60.95,1008.9,Gateway_1,Mesh,100,Received,8.14,60.386,1009.3860000000001,Normal
2026-05-23 16:03:02,Node_A,0,0,8.4,62.95,1009.66,Gateway_1,Mesh,111,Received,8.114,61.194,1009.4399999999999,Normal
2026-05-23 16:03:07,Node_A,0,0,7.81,61.16,1009.25,Gateway_1,Mesh,117,Received,8.021999999999998,60.984,1009.4459999999999,Normal
2026-05-23 16:03:12,Node_A,0,0,8.03,58.3,1009.46,Gateway_1,Mesh,167,Received,8.111999999999998,60.342000000000006,1009.3639999999999,Normal
2026-05-23 16:03:17,Node_A,0,0,7.96,60.04,1009.65,Gateway_1,Mesh,66,Received,8.08,60.67999999999999,1009.384,Normal
2026-05-23 16:03:22,Node_A,0,0,7.88,58.71,1009.6,Gateway_1,Mesh,134,Received,8.016,60.232000000000006,1009.524,Normal
2026-05-23 16:03:27,Node_A,0,0,7.63,60.32,1009.25,Gateway_1,Mesh,95,Received,7.861999999999999,59.705999999999996,1009.442,Normal
2026-05-23 16:03:32,Node_A,0,0,7.41,59.6,1009.9,Gateway_1,Mesh,62,Received,7.781999999999999,59.39399999999999,1009.5720000000001,Normal
2026-05-23 16:03:37,Node_A,0,0,7.44,61.69,1009.54,Gateway_1,Mesh,106,Received,7.664,60.072,1009.5880000000001,Normal
2026-05-23 16:03:42,Node_A,0,0,7.49,60.37,1009.79,Gateway_1,Mesh,169,Received,7.57,60.138,1009.616,Normal
2026-05-23 16:03:47,Node_A,0,0,7.98,59.94,1009.45,Gateway_1,Mesh,29,Received,7.590000000000001,60.384,1009.586,Normal
2026-05-23 16:03:52,Node_A,0,0,8.14,59.17,1009.93,Gateway_1,Mesh,86,Received,7.692,60.153999999999996,1009.722,Normal
2026-05-23 16:03:57,Node_A,0,0,8.32,61.56,1009.85,Gateway_1,Mesh,33,Received,7.8740000000000006,60.54600000000001,1009.7119999999999,Normal
2026-05-23 16:04:03,Node_A,0,0,7.85,57.76,1009.16,Gateway_1,Mesh,147,Received,7.956,59.760000000000005,1009.6360000000001,Normal
2026-05-23 16:00:57,Node_B,10,0,10.31,60.95,1009.63,Gateway_1,Mesh,179,Received,10.31,60.95,1009.63,Normal
2026-05-23 16:01:02,Node_B,10,0,10.6,56.9,1009.56,Gateway_1,Mesh,174,Received,10.455,58.925,1009.595,Normal
2026-05-23 16:01:07,Node_B,10,0,9.32,59.61,1009.29,Gateway_1,Mesh,169,Received,10.076666666666666,59.153333333333336,1009.4933333333333,Normal
2026-05-23 16:01:12,Node_B,10,0,10.02,59.15,1009.52,Gateway_1,Mesh,126,Received,10.0625,59.1525,1009.5,Normal
2026-05-23 16:01:17,Node_B,10,0,9.8,59.85,1009.61,Gateway_1,Mesh,127,Received,10.01,59.291999999999994,1009.5219999999999,Normal
2026-05-23 16:01:22,Node_B,10,0,10.01,61.37,1009.7,Gateway_1,Mesh,47,Received,9.95,59.376,1009.5360000000001,Normal
2026-05-23 16:01:27,Node_B,10,0,9.67,60.17,1009.78,Gateway_1,Mesh,169,Received,9.764000000000001,60.029999999999994,1009.5799999999999,Normal
2026-05-23 16:01:32,Node_B,10,0,10.25,57.69,1009.53,Gateway_1,Mesh,29,Received,9.95,59.646,1009.6279999999999,Normal
2026-05-23 16:01:37,Node_B,10,0,9.38,63.05,1009.29,Gateway_1,Mesh,39,Received,9.822,60.426,1009.582,Normal
2026-05-23 16:01:42,Node_B,10,0,10.54,60.37,1009.57,Gateway_1,Mesh,66,Received,9.97,60.529999999999994,1009.574,Normal
2026-05-23 16:01:47,Node_B,10,0,9.75,61.42,1009.86,Gateway_1,Mesh,126,Received,9.918,60.54,1009.606,Normal
2026-05-23 16:01:52,Node_B,10,0,10.12,58.71,1009.48,Gateway_1,Mesh,52,Received,10.008000000000001,60.248000000000005,1009.546,Normal
2026-05-23 16:01:57,Node_B,10,0,10.44,62.1,1009.74,Gateway_1,Mesh,104,Received,10.046000000000001,61.129999999999995,1009.5880000000001,Normal
2026-05-23 16:02:02,Node_B,10,0,9.6,63.11,1010.13,Gateway_1,Mesh,178,Received,10.09,61.141999999999996,1009.756,Normal
2026-05-23 16:02:07,Node_B,10,0,9.76,56.43,1009.48,Gateway_1,Mesh,34,Received,9.934000000000001,60.354,1009.7379999999999,Normal
2026-05-23 16:02:12,Node_B,10,0,10.31,59.96,1009.28,Gateway_1,Mesh,50,Received,10.046000000000001,60.062,1009.6220000000001,Normal
2026-05-23 16:02:17,Node_B,10,0,10.13,60.15,1009.2,Gateway_1,Mesh,99,Received,10.047999999999998,60.35,1009.566,Normal
2026-05-23 16:02:22,Node_B,10,0,9.09,60.54,1009.31,Gateway_1,Mesh,176,Received,9.778,60.038,1009.4799999999999,Normal
2026-05-23 16:02:27,Node_B,10,0,9.94,60.93,1009.61,Gateway_1,Mesh,35,Received,9.846,59.602,1009.376,Normal
2026-05-23 16:02:32,Node_B,10,0,9.91,60.15,1009.73,Gateway_1,Mesh,41,Received,9.876,60.346000000000004,1009.426,Normal
2026-05-23 16:02:37,Node_B,10,0,10.41,57.73,1009.66,Gateway_1,Mesh,57,Received,9.895999999999999,59.9,1009.5020000000001,Normal
2026-05-23 16:02:42,Node_B,10,0,9.69,60.32,1009.56,Gateway_1,Mesh,170,Received,9.808,59.934000000000005,1009.574,Normal
2026-05-23 16:02:47,Node_B,10,0,10.05,59.22,1009.59,Gateway_1,Mesh,155,Received,10.0,59.669999999999995,1009.6299999999999,Normal
2026-05-23 16:02:52,Node_B,10,0,9.61,60.23,1009.16,Gateway_1,Mesh,37,Received,9.934000000000001,59.529999999999994,1009.54,Normal
2026-05-23 16:02:57,Node_B,10,0,9.96,60.06,1009.58,Gateway_1,Mesh,106,Received,9.944,59.512,1009.5099999999999,Normal
2026-05-23 16:03:02,Node_B,10,0,9.86,59.29,1009.6,Gateway_1,Mesh,43,Received,9.834,59.824,1009.4979999999999,Normal
2026-05-23 16:03:07,Node_B,10,0,10.42,61.9,1009.98,Gateway_1,Mesh,73,Received,9.98,60.14,1009.582,Normal
2026-05-23 16:03:12,Node_B,10,0,9.35,57.6,1009.97,Gateway_1,Mesh,54,Received,9.84,59.815999999999995,1009.658,Normal
2026-05-23 16:03:17,Node_B,10,0,10.57,58.84,1009.19,Gateway_1,Mesh,89,Received,10.032,59.538,1009.664,Normal
2026-05-23 16:03:22,Node_B,10,0,10.62,59.33,1009.69,Gateway_1,Mesh,143,Received,10.163999999999998,59.391999999999996,1009.686,Normal
2026-05-23 16:03:27,Node_B,10,0,10.3,60.27,1010.13,Gateway_1,Mesh,65,Received,10.251999999999999,59.588,1009.792,Normal
2026-05-23 16:03:32,Node_B,10,0,10.25,57.32,1009.08,Gateway_1,Mesh,49,Received,10.218,58.672000000000004,1009.6120000000001,Normal
2026-05-23 16:03:37,Node_B,10,0,10.48,60.76,1009.24,Gateway_1,Mesh,20,Received,10.443999999999999,59.303999999999995,1009.466,Normal
2026-05-23 16:03:42,Node_B,10,0,9.98,62.39,1009.75,Gateway_1,Mesh,125,Received,10.326,60.013999999999996,1009.5780000000001,Normal
2026-05-23 16:03:47,Node_B,10,0,9.42,60.23,1009.32,Gateway_1,Mesh,35,Received,10.086000000000002,60.193999999999996,1009.5040000000001,Normal
2026-05-23 16:03:52,Node_B,10,0,9.39,61.92,1009.8,Gateway_1,Mesh,37,Received,9.904,60.524,1009.4379999999999,Normal
2026-05-23 16:03:57,Node_B,10,0,10.43,58.82,1009.91,Gateway_1,Mesh,157,Received,9.940000000000001,60.824,1009.6039999999999,Normal
2026-05-23 16:04:03,Node_B,10,0,9.3,61.42,1009.39,Gateway_1,Mesh,112,Received,9.703999999999999,60.955999999999996,1009.634,Normal
2026-05-23 16:00:51,Node_C,0,10,12.02,59.96,1009.8,Gateway_1,Mesh,85,Received,12.02,59.96,1009.8,Normal
2026-05-23 16:01:02,Node_C,0,10,11.34,60.57,1009.17,Gateway_1,Mesh,90,Received,11.68,60.265,1009.4849999999999,Normal
2026-05-23 16:01:07,Node_C,0,10,12.07,58.99,1009.53,Gateway_1,Mesh,78,Received,11.81,59.84,1009.5,Normal
2026-05-23 16:01:12,Node_C,0,10,11.76,61.31,1008.81,Gateway_1,Mesh,37,Received,11.7975,60.2075,1009.3275,Normal
2026-05-23 16:01:17,Node_C,0,10,12.09,61.07,1009.97,Gateway_1,Mesh,169,Received,11.856,60.379999999999995,1009.4559999999999,Normal
2026-05-23 16:01:27,Node_C,0,10,11.92,63.21,1009.44,Gateway_1,Mesh,60,Received,11.836000000000002,61.029999999999994,1009.384,Normal
2026-05-23 16:01:32,Node_C,0,10,12.38,59.13,1009.74,Gateway_1,Mesh,140,Received,12.044,60.742000000000004,1009.4979999999999,Normal
2026-05-23 16:01:37,Node_C,0,10,11.91,61.37,1009.65,Gateway_1,Mesh,27,Received,12.012,61.217999999999996,1009.5219999999999,Normal
2026-05-23 16:01:42,Node_C,0,10,11.02,60.15,1009.76,Gateway_1,Mesh,55,Received,11.864,60.986000000000004,1009.7119999999999,Normal
2026-05-23 16:01:47,Node_C,0,10,11.65,57.28,1009.53,Gateway_1,Mesh,37,Received,11.776,60.227999999999994,1009.624,Normal
2026-05-23 16:01:52,Node_C,0,10,11.72,59.39,1009.77,Gateway_1,Mesh,80,Received,11.736,59.464,1009.6899999999999,Normal
2026-05-23 16:01:57,Node_C,0,10,12.15,59.95,1009.61,Gateway_1,Mesh,29,Received,11.690000000000001,59.628,1009.664,Normal
2026-05-23 16:02:07,Node_C,0,10,12.19,60.94,1010.06,Gateway_1,Mesh,158,Received,11.745999999999999,59.541999999999994,1009.7460000000001,Normal
2026-05-23 16:02:17,Node_C,0,10,12.06,61.34,1009.62,Gateway_1,Mesh,107,Received,11.954,59.78000000000001,1009.7180000000001,Normal
2026-05-23 16:02:27,Node_C,0,10,12.11,59.07,1009.55,Gateway_1,Mesh,116,Received,12.046000000000001,60.138,1009.7220000000001,Normal
2026-05-23 16:02:32,Node_C,0,10,12.32,56.33,1009.22,Gateway_1,Mesh,25,Received,12.166,59.525999999999996,1009.6119999999999,Normal
2026-05-23 16:02:37,Node_C,0,10,12.64,56.7,1009.63,Gateway_1,Mesh,74,Received,12.264,58.876,1009.616,Normal
2026-05-23 16:02:42,Node_C,0,10,11.88,59.18,1010.06,Gateway_1,Mesh,64,Received,12.202000000000002,58.524,1009.616,Normal
2026-05-23 16:02:47,Node_C,0,10,11.09,58.4,1009.23,Gateway_1,Mesh,31,Received,12.008,57.936,1009.5380000000001,Normal
2026-05-23 16:02:52,Node_C,0,10,11.62,60.9,1009.92,Gateway_1,Mesh,100,Received,11.91,58.302,1009.6119999999999,Normal
2026-05-23 16:02:57,Node_C,0,10,12.66,58.94,1009.1,Gateway_1,Mesh,50,Received,11.978,58.824,1009.588,Normal
2026-05-23 16:03:02,Node_C,0,10,11.29,61.23,1009.46,Gateway_1,Mesh,121,Received,11.708,59.73,1009.5540000000001,Normal
2026-05-23 16:03:07,Node_C,0,10,12.09,62.37,1009.76,Gateway_1,Mesh,176,Received,11.75,60.367999999999995,1009.494,Normal
2026-05-23 16:03:12,Node_C,0,10,12.4,58.52,1009.29,Gateway_1,Mesh,98,Received,12.012,60.391999999999996,1009.506,Normal
2026-05-23 16:03:17,Node_C,0,10,11.26,61.86,1009.43,Gateway_1,Mesh,20,Received,11.94,60.584,1009.408,Normal
2026-05-23 16:03:22,Node_C,0,10,11.28,62.87,1009.46,Gateway_1,Mesh,29,Received,11.664,61.370000000000005,1009.4799999999999,Normal
2026-05-23 16:03:27,Node_C,0,10,11.46,59.83,1009.46,Gateway_1,Mesh,141,Received,11.698,61.089999999999996,1009.4799999999999,Normal
2026-05-23 16:03:32,Node_C,0,10,11.84,59.88,1009.56,Gateway_1,Mesh,98,Received,11.648,60.592,1009.4399999999999,Normal
2026-05-23 16:03:37,Node_C,0,10,11.75,58.19,1009.3,Gateway_1,Mesh,32,Received,11.517999999999999,60.525999999999996,1009.442,Normal
2026-05-23 16:03:42,Node_C,0,10,12.17,61.65,1009.42,Gateway_1,Mesh,36,Received,11.7,60.484,1009.4399999999999,Normal
2026-05-23 16:03:47,Node_C,0,10,12.07,58.29,1009.32,Gateway_1,Mesh,37,Received,11.858,59.568,1009.4119999999999,Normal
2026-05-23 16:03:52,Node_C,0,10,11.73,61.06,1008.85,Gateway_1,Mesh,95,Received,11.912,59.814,1009.29,Normal
2026-05-23 16:03:57,Node_C,0,10,11.95,60.39,1009.53,Gateway_1,Mesh,170,Received,11.934000000000001,59.916,1009.284,Normal
2026-05-23 16:04:03,Node_C,0,10,12.18,61.78,1009.31,Gateway_1,Mesh,122,Received,12.02,60.634,1009.2859999999998,Normal
2026-05-23 16:00:51,Node_D,10,10,13.31,61.15,1009.81,Gateway_1,Mesh,104,Received,13.31,61.15,1009.81,Normal
2026-05-23 16:00:57,Node_D,10,10,13.35,61.48,1009.75,Gateway_1,Mesh,169,Received,13.33,61.315,1009.78,Normal
2026-05-23 16:01:02,Node_D,10,10,13.73,58.67,1009.32,Gateway_1,Mesh,88,Received,13.463333333333333,60.43333333333334,1009.6266666666667,Normal
2026-05-23 16:01:07,Node_D,10,10,13.18,60.42,1009.71,Gateway_1,Mesh,173,Received,13.3925,60.43,1009.6475,Normal
2026-05-23 16:01:12,Node_D,10,10,14.2,61.04,1009.67,Gateway_1,Mesh,62,Received,13.553999999999998,60.552,1009.652,Normal
2026-05-23 16:01:17,Node_D,10,10,13.54,59.21,1009.33,Gateway_1,Mesh,164,Received,13.6,60.164,1009.5559999999999,Normal
2026-05-23 16:01:27,Node_D,10,10,13.66,58.01,1009.29,Gateway_1,Mesh,123,Received,13.662,59.470000000000006,1009.4639999999999,Normal
2026-05-23 16:01:32,Node_D,10,10,14.14,59.72,1009.66,Gateway_1,Mesh,140,Received,13.744,59.67999999999999,1009.5319999999999,Normal
2026-05-23 16:01:37,Node_D,10,10,12.97,60.69,1009.84,Gateway_1,Mesh,122,Received,13.702000000000002,59.734,1009.558,Normal
2026-05-23 16:01:42,Node_D,10,10,14.39,59.01,1009.68,Gateway_1,Mesh,90,Received,13.74,59.327999999999996,1009.5599999999998,Normal
2026-05-23 16:01:47,Node_D,10,10,13.68,60.26,1009.92,Gateway_1,Mesh,52,Received,13.768,59.538,1009.6779999999999,Normal
2026-05-23 16:01:52,Node_D,10,10,13.61,62.14,1009.76,Gateway_1,Mesh,162,Received,13.758000000000001,60.364,1009.7719999999999,Normal
2026-05-23 16:01:57,Node_D,10,10,13.61,59.49,1009.64,Gateway_1,Mesh,105,Received,13.652000000000001,60.318000000000005,1009.768,Normal
2026-05-23 16:02:02,Node_D,10,10,14.07,57.65,1008.97,Gateway_1,Mesh,62,Received,13.872,59.71,1009.5939999999998,Normal
2026-05-23 16:02:07,Node_D,10,10,12.94,60.23,1009.63,Gateway_1,Mesh,171,Received,13.581999999999999,59.95399999999999,1009.5840000000001,Normal
2026-05-23 16:02:12,Node_D,10,10,13.39,60.66,1009.55,Gateway_1,Mesh,146,Received,13.524000000000001,60.03399999999999,1009.51,Normal
2026-05-23 16:02:22,Node_D,10,10,13.43,60.36,1009.61,Gateway_1,Mesh,58,Received,13.488,59.678,1009.4799999999999,Normal
2026-05-23 16:02:27,Node_D,10,10,13.53,56.95,1009.78,Gateway_1,Mesh,143,Received,13.472,59.17,1009.508,Normal
2026-05-23 16:02:32,Node_D,10,10,13.98,57.41,1009.9,Gateway_1,Mesh,167,Received,13.453999999999999,59.122,1009.6940000000001,Normal
2026-05-23 16:02:37,Node_D,10,10,13.87,59.79,1009.35,Gateway_1,Mesh,149,Received,13.64,59.034000000000006,1009.6379999999999,Normal
2026-05-23 16:02:42,Node_D,10,10,13.0,58.62,1010.04,Gateway_1,Mesh,158,Received,13.562000000000001,58.626,1009.7360000000001,Normal
2026-05-23 16:02:47,Node_D,10,10,12.69,62.0,1009.43,Gateway_1,Mesh,75,Received,13.413999999999998,58.95399999999999,1009.7,Normal
2026-05-23 16:02:52,Node_D,10,10,13.8,61.05,1009.14,Gateway_1,Mesh,140,Received,13.468,59.774,1009.5720000000001,Normal
2026-05-23 16:02:57,Node_D,10,10,13.79,59.55,1009.32,Gateway_1,Mesh,174,Received,13.429999999999998,60.202,1009.4559999999999,Normal
2026-05-23 16:03:02,Node_D,10,10,14.29,62.43,1009.65,Gateway_1,Mesh,174,Received,13.514,60.73,1009.516,Normal
2026-05-23 16:03:07,Node_D,10,10,13.54,60.35,1009.65,Gateway_1,Mesh,95,Received,13.622,61.076,1009.4379999999999,Normal
2026-05-23 16:03:12,Node_D,10,10,12.73,60.37,1009.26,Gateway_1,Mesh,105,Received,13.63,60.75,1009.4039999999999,Normal
2026-05-23 16:03:17,Node_D,10,10,13.53,61.73,1009.54,Gateway_1,Mesh,40,Received,13.575999999999999,60.88599999999999,1009.484,Normal
2026-05-23 16:03:22,Node_D,10,10,14.12,59.38,1009.75,Gateway_1,Mesh,58,Received,13.642,60.852,1009.5699999999999,Normal
2026-05-23 16:03:27,Node_D,10,10,13.25,60.32,1009.27,Gateway_1,Mesh,92,Received,13.434000000000001,60.42999999999999,1009.494,Normal
2026-05-23 16:03:32,Node_D,10,10,13.03,60.82,1008.77,Gateway_1,Mesh,139,Received,13.331999999999999,60.524,1009.318,Normal
2026-05-23 16:03:42,Node_D,10,10,13.8,58.81,1009.36,Gateway_1,Mesh,133,Received,13.546000000000001,60.212,1009.338,Normal
2026-05-23 16:03:47,Node_D,10,10,13.66,60.15,1009.59,Gateway_1,Mesh,116,Received,13.572,59.896,1009.348,Normal
2026-05-23 16:03:52,Node_D,10,10,12.66,61.99,1008.96,Gateway_1,Mesh,53,Received,13.280000000000001,60.418000000000006,1009.1899999999999,Normal
2026-05-23 16:03:57,Node_D,10,10,13.26,63.16,1009.37,Gateway_1,Mesh,103,Received,13.282,60.986000000000004,1009.21,Normal
2026-05-23 16:04:03,Node_D,10,10,13.55,60.26,1009.48,Gateway_1,Mesh,152,Received,13.386000000000001,60.874,1009.3520000000001,Normal
